ano_cal;fonte;base_legal;uf_beneficiario;munic_beneficiario;qtde_beneficiarios;vl_total_doacao;vl_total_dedutivel
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;CASCAVEL - PR;2;125019,52;125019,52
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;CORBELIA - PR;1;17300;17300
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;CURITIBA - PR;17;25409558,06;25409558,06
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;FOZ DO IGUACU - PR;1;761469,15;761469,15
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;LONDRINA - PR;2;389000;389000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;MARINGA - PR;2;357927,37;357927,37
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;NOVA ESPERANCA - PR;1;120000;120000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;PALOTINA - PR;1;381331,78;381331,78
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;PARANAGUA - PR;1;173709,38;173709,38
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;PATO BRANCO - PR;1;104500;104500
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;PINHAIS - PR;1;140517,87;140517,87
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;PONTA GROSSA - PR;4;890054,59;890054,59
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;QUATRO PONTES - PR;1;12400;12400
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;SANTA FE - PR;1;30000;30000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;TOLEDO - PR;3;330259,97;330259,97
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;PR;UMUARAMA - PR;1;132624,68;132624,68
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RJ;CAMPOS DOS GOYTACAZES - RJ;1;241408,05;241408,05
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RJ;JAPERI - RJ;1;300000;300000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RJ;NITEROI - RJ;4;3052894;3052894
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RJ;RIO DE JANEIRO - RJ;28;44384393,37;44384393,37
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RJ;SAQUAREMA - RJ;1;15314190,41;15314190,41
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RN;NATAL - RN;2;87000;87000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;BENTO GONCALVES - RS;2;812200;812200
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;CANOAS - RS;3;571004,41;571004,41
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;CAXIAS DO SUL - RS;7;1802500;1802500
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;CRISTAL - RS;1;708,2;708,2
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;CRUZ ALTA - RS;1;17960;17960
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;ESTEIO - RS;1;151000;151000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;ESTRELA - RS;1;2750;2750
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;GUAIBA - RS;1;110000;110000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;IBIRUBA - RS;1;23000;23000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;LAJEADO - RS;3;337250;337250
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;NOVO HAMBURGO - RS;3;664300;664300
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;PASSO FUNDO - RS;2;314935,67;314935,67
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;PORTO ALEGRE - RS;9;2856606,71;2856606,71
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;PROGRESSO - RS;1;36850;36850
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;SANTA CRUZ DO SUL - RS;1;303520;303520
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;SANTA MARIA - RS;1;12350;12350
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;SANTANA DO LIVRAMENTO - RS;1;117693,62;117693,62
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;SANTO ANGELO - RS;1;300890;300890
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;SAPUCAIA DO SUL - RS;1;479000;479000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;SAO LEOPOLDO - RS;1;237368,35;237368,35
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;TRIUNFO - RS;1;50000;50000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;TUPANCIRETA - RS;1;35560;35560
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;RS;VIAMAO - RS;1;3825;3825
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;ANITA GARIBALDI - SC;1;439153;439153
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;BLUMENAU - SC;1;43000;43000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;BRACO DO NORTE - SC;1;67500;67500
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;BRUSQUE - SC;3;679529,57;679529,57
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;CAMPO ERE - SC;1;25000;25000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;CANOINHAS - SC;1;50335,39;50335,39
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;CACADOR - SC;2;353600;353600
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;CHAPECO - SC;3;1382850;1382850
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;CRICIUMA - SC;3;1247032,05;1247032,05
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;FLORIANOPOLIS - SC;6;4105905,89;4105905,89
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;FRAIBURGO - SC;1;42089,83;42089,83
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;GUARAMIRIM - SC;1;31000;31000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;ITAJAI - SC;1;30000;30000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;JARAGUA DO SUL - SC;3;509988,44;509988,44
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;JOACABA - SC;2;103873,29;103873,29
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;JOINVILLE - SC;5;516623,62;516623,62
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;LAGES - SC;1;12050;12050
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;MAFRA - SC;1;7410,29;7410,29
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;NOVA TRENTO - SC;1;130438,45;130438,45
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;PALHOCA - SC;1;135536,46;135536,46
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;PIRATUBA - SC;1;150000;150000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;SAO JOSE - SC;2;107716,93;107716,93
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;TIJUCAS - SC;1;48500;48500
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SC;TIMBO - SC;1;81000;81000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SE;ARACAJU - SE;2;3296800,52;3296800,52
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;AMERICANA - SP;1;1570,4;1570,4
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;ARARAQUARA - SP;1;47000;47000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;ARARAS - SP;1;459712;459712
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;ATIBAIA - SP;1;4700;4700
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;BATATAIS - SP;1;65000;65000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;BAURU - SP;1;252000;252000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;BOREBI - SP;1;34000;34000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;CAMPINAS - SP;11;8128113,35;8128113,35
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;CONCHAS - SP;1;3335521,87;3335521,87
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;COTIA - SP;1;1295000;1295000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;CRISTAIS PAULISTA - SP;1;294000;294000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;DIADEMA - SP;1;696214,49;696214,49
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;FRANCA - SP;1;316347,22;316347,22
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;GUARULHOS - SP;1;378397,04;378397,04
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;GUARA - SP;1;234375;234375
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;INDAIATUBA - SP;1;501000;501000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;JANDIRA - SP;1;450000;450000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;JUNDIAI - SP;1;341763,25;341763,25
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;MOGI DAS CRUZES - SP;1;10000;10000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;OSASCO - SP;2;1911000;1911000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;PAULINIA - SP;1;593908,84;593908,84
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;PIRACICABA - SP;1;607100;607100
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;POMPEIA - SP;1;588400;588400
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;PRATANIA - SP;1;27000;27000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;RANCHARIA - SP;1;54419,53;54419,53
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;RIBEIRAO PRETO - SP;4;1413283,5;1413283,5
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SANTA BARBARA D'OESTE - SP;1;985118,63;985118,63
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SANTA CRUZ DAS PALMEIRAS - SP;1;20000;20000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SANTANA DE PARNAIBA - SP;1;39500;39500
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SANTO ANDRE - SP;1;379355;379355
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SANTOS - SP;5;2062129,79;2062129,79
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SOROCABA - SP;3;476762,64;476762,64
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SUZANO - SP;1;303332;303332
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SAO BERNARDO DO CAMPO - SP;3;2653969,78;2653969,78
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SAO CAETANO DO SUL - SP;1;61000;61000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SAO CARLOS - SP;1;140000;140000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SAO JOSE DOS CAMPOS - SP;2;102466,66;102466,66
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SAO PAULO - SP;46;73196166,62;73196166,62
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SAO SEBASTIAO - SP;2;1203108,1;1203108,1
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;SAO VICENTE - SP;1;301455,36;301455,36
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;TAQUARITINGA - SP;1;207000;207000
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;TAUBATE - SP;1;4800713,82;4800713,82
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;SP;VINHEDO - SP;1;190797,69;190797,69
2016;MIN.ESPORTE;ARTIGO 1º, LEI 11.438/2006;TO;PALMAS - TO;1;227000;227000
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;CE;FORTALEZA - CE;1;4217851,91;4217851,91
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;ES;VITORIA - ES;1;184800;184800
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;MG;ARAXA - MG;1;1902789,1;1902789,1
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;MG;BELO HORIZONTE - MG;1;7623512,16;7623512,16
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;MG;IPATINGA - MG;1;4412878,94;4412878,94
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;MG;MURIAE - MG;1;3200779,6;3200779,6
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;MG;UBERABA - MG;1;6478864,78;6478864,78
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;PR;ARAPONGAS - PR;1;2646630;2646630
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;PR;CAMPO MOURAO - PR;1;655460,72;655460,72
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;PR;CURITIBA - PR;2;7268026,43;7268026,43
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;PR;FOZ DO IGUACU - PR;1;322826;322826
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;RS;SANTA ROSA - RS;1;7757415,32;7757415,32
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;SC;FLORIANOPOLIS - SC;1;1067446,4;1067446,4
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;SC;TUBARAO - SC;1;4729746;4729746
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;SP;JACAREI - SP;1;45100;45100
2016;MIN.SAUDE;ARTS. 1º E 4º, LEI 12.715/2012;SP;SAO PAULO - SP;4;13905178,51;13905178,51
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;ES;VILA VELHA - ES;1;250003,81;250003,81
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;GO;TRINDADE - GO;1;896202,63;896202,63
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;BAEPENDI - MG;1;220515;220515
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;BARBACENA - MG;1;273304;273304
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;BOA ESPERANCA - MG;1;290466,54;290466,54
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;CARATINGA - MG;1;32000;32000
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;CRISTAIS - MG;1;429601,94;429601,94
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;DORES DE CAMPOS - MG;1;886024,26;886024,26
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;JANAUBA - MG;1;789500,14;789500,14
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;PALMA - MG;1;696600,9;696600,9
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;SACRAMENTO - MG;1;175784;175784
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;SANTA LUZIA - MG;1;2718311,4;2718311,4
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;MG;TRES PONTAS - MG;1;1179760,59;1179760,59
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;PR;PRIMEIRO DE MAIO - PR;1;275100;275100
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;RJ;VOLTA REDONDA - RJ;1;1171300;1171300
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;RS;CANOAS - RS;1;714300;714300
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;RS;MONTENEGRO - RS;1;214483,84;214483,84
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;RS;PELOTAS - RS;1;2791010,14;2791010,14
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;SC;BLUMENAU - SC;1;50000;50000
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;SC;CRICIUMA - SC;1;399085,79;399085,79
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;SP;BAURU - SP;1;1944487,1;1944487,1
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;SP;RIBEIRAO PRETO - SP;1;1961062,62;1961062,62
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;SP;SAO JOSE DOS CAMPOS - SP;1;1176372,6;1176372,6
2016;MIN.SAUDE;ARTS. 3º E 4º, LEI 12.715/2012;SP;SAO PAULO - SP;4;14045125,07;14045125,07
2016;MINC;ARTIGO 18, LEI 8313/1991;AL;ARAPIRACA - AL;1;200000;200000
2016;MINC;ARTIGO 18, LEI 8313/1991;AL;MACEIO - AL;1;24000;24000
2016;MINC;ARTIGO 18, LEI 8313/1991;AM;MANAUS - AM;7;1077741,23;1077741,23
2016;MINC;ARTIGO 18, LEI 8313/1991;BA;DIAS D'AVILA - BA;1;50000;50000
2016;MINC;ARTIGO 18, LEI 8313/1991;BA;ITACARE - BA;1;60000;60000
2016;MINC;ARTIGO 18, LEI 8313/1991;BA;ITUBERA - BA;1;6800000;6800000
2016;MINC;ARTIGO 18, LEI 8313/1991;BA;PAULO AFONSO - BA;1;300000;300000
2016;MINC;ARTIGO 18, LEI 8313/1991;BA;PORTO SEGURO - BA;2;116000;116000
2016;MINC;ARTIGO 18, LEI 8313/1991;BA;SALVADOR - BA;24;9430540;9430540
2016;MINC;ARTIGO 18, LEI 8313/1991;CE;BARBALHA - CE;2;510000;510000
2016;MINC;ARTIGO 18, LEI 8313/1991;CE;CASCAVEL - CE;1;50000;50000
2016;MINC;ARTIGO 18, LEI 8313/1991;CE;CRATO - CE;1;40000;40000
2016;MINC;ARTIGO 18, LEI 8313/1991;CE;EUSEBIO - CE;2;1349426,37;1349426,37
2016;MINC;ARTIGO 18, LEI 8313/1991;CE;FORTALEZA - CE;37;11617602,37;11617602,37
2016;MINC;ARTIGO 18, LEI 8313/1991;CE;PINDORETAMA - CE;1;40600;40600
2016;MINC;ARTIGO 18, LEI 8313/1991;CE;SOBRAL - CE;1;160000;160000
2016;MINC;ARTIGO 18, LEI 8313/1991;DF;BRASILIA - DF;27;10879902,08;10879902,08
2016;MINC;ARTIGO 18, LEI 8313/1991;ES;CARIACICA - ES;1;200000;200000
2016;MINC;ARTIGO 18, LEI 8313/1991;ES;GUARAPARI - ES;1;20000;20000
2016;MINC;ARTIGO 18, LEI 8313/1991;ES;JOAO NEIVA - ES;1;488691,33;488691,33
2016;MINC;ARTIGO 18, LEI 8313/1991;ES;SERRA - ES;2;828478,25;828478,25
2016;MINC;ARTIGO 18, LEI 8313/1991;ES;VILA VELHA - ES;1;3300000;3300000
2016;MINC;ARTIGO 18, LEI 8313/1991;ES;VITORIA - ES;11;3537943,99;3537943,99
2016;MINC;ARTIGO 18, LEI 8313/1991;EX;EXTERIOR - EX;2;297121;297121
2016;MINC;ARTIGO 18, LEI 8313/1991;GO;CACHOEIRA DOURADA - GO;1;165000;165000
2016;MINC;ARTIGO 18, LEI 8313/1991;GO;CATALAO - GO;4;1347284;1347284
2016;MINC;ARTIGO 18, LEI 8313/1991;GO;CRIXAS - GO;1;320000;320000
2016;MINC;ARTIGO 18, LEI 8313/1991;GO;GOIANIA - GO;8;1280330;1280330
2016;MINC;ARTIGO 18, LEI 8313/1991;GO;MINACU - GO;1;1250720;1250720
2016;MINC;ARTIGO 18, LEI 8313/1991;MA;CODO - MA;1;50000;50000
2016;MINC;ARTIGO 18, LEI 8313/1991;MA;SAO LUIS - MA;2;86246,38;86246,38
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;ALMENARA - MG;1;79500;79500
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;ALVINOPOLIS - MG;1;119260;119260
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;ALEM PARAIBA - MG;1;58630;58630
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;ARAXA - MG;16;5251146,9;5251146,9
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;ARACUAI - MG;1;50000;50000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;BARBACENA - MG;2;216350;216350
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;BARROSO - MG;1;146690,5;146690,5
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;BELO HORIZONTE - MG;137;64819628,28;64819628,28
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;BETIM - MG;4;1151212,02;1151212,02
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;BOA ESPERANCA - MG;1;437030,64;437030,64
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;BRUMADINHO - MG;2;10917359,13;10917359,13
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;BURITIZEIRO - MG;1;608916;608916
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CARANGOLA - MG;1;2600;2600
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CARMO DA MATA - MG;1;20000;20000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CARMO DO RIO CLARO - MG;1;1425000;1425000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CATAGUASES - MG;2;804280;804280
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CLAUDIO - MG;1;20000,01;20000,01
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CONFINS - MG;2;233000;233000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CONTAGEM - MG;7;1169864,23;1169864,23
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CORONEL FABRICIANO - MG;3;345553,55;345553,55
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CURVELO - MG;1;247227,43;247227,43
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;CASSIA - MG;1;16000;16000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;DELFIM MOREIRA - MG;1;30300;30300
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;DIAMANTINA - MG;1;94700;94700
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;IBIRITE - MG;1;300250;300250
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;IPATINGA - MG;2;693368,14;693368,14
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;ITAPECERICA - MG;1;125842,85;125842,85
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;ITAUNA - MG;1;75000;75000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;JOAO MONLEVADE - MG;2;30800;30800
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;JUIZ DE FORA - MG;4;651558;651558
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;LAGOA SANTA - MG;2;312800,38;312800,38
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;MURIAE - MG;1;21000;21000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;NOVA LIMA - MG;4;321700;321700
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;OURO BRANCO - MG;2;669699,99;669699,99
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;OURO PRETO - MG;6;4139814;4139814
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;PARACATU - MG;1;511275;511275
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;PASSOS - MG;1;50000;50000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;PATOS DE MINAS - MG;2;468954,52;468954,52
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;PATROCINIO - MG;3;457549,79;457549,79
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;PEDRO LEOPOLDO - MG;1;62700;62700
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;PONTE NOVA - MG;2;440000;440000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;POCOS DE CALDAS - MG;6;536600;536600
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;SANTOS DUMONT - MG;1;310000;310000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;SAO BRAS DO SUACUI - MG;1;54230;54230
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;SAO JOAO DEL REI - MG;3;66530;66530
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;SAO LOURENCO - MG;1;15088,49;15088,49
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;SAO SEBASTIAO DO PARAISO - MG;1;10000;10000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;TIRADENTES - MG;4;5968799,45;5968799,45
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;TRES CORACOES - MG;1;95000;95000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;TRES PONTAS - MG;1;1500;1500
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;UBERABA - MG;1;30000;30000
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;UBERLANDIA - MG;15;1931209,54;1931209,54
2016;MINC;ARTIGO 18, LEI 8313/1991;MG;VICOSA - MG;4;344638,93;344638,93
2016;MINC;ARTIGO 18, LEI 8313/1991;MS;CAMPO GRANDE - MS;5;637313,4;637313,4
2016;MINC;ARTIGO 18, LEI 8313/1991;MS;CORUMBA - MS;1;1011415;1011415
2016;MINC;ARTIGO 18, LEI 8313/1991;MS;DOURADOS - MS;1;5319,24;5319,24
2016;MINC;ARTIGO 18, LEI 8313/1991;MT;ALTA FLORESTA - MT;1;71071,5;71071,5
2016;MINC;ARTIGO 18, LEI 8313/1991;MT;CUIABA - MT;6;776600,72;776600,72
